item_id,round,draft,kind,target,tracker_url,source_run,program_or_operator,torch_versions_reproduced,platforms,verification_text,contract_valid,duplicate_relation,root_cause_id,root_cause_label,layer,symptom,axis,oracle,attribution,status_bucket,status_findings_csv,status_date,status_evidence,fix_merged,new_since_snapshot
C2,2,0920/02,new issue,pytorch,https://github.com/pytorch/pytorch/issues/197888,TO_SUBMIT rows 44; `plan/reports_layout/pool_backward_noncontiguous_indices.py`（6 个池化反向内核 × 非连续 indices）、`compiled_pool_grad_channels_last.py`（5 个池化 × 连续/channels_last × 三后端）、`adaptive_max_pool3d_chlast_grad.py`；发现来源 `plan/scripts/layout_alias_sweep.py`（7.1，`nn.functional.adaptive_max_pool3d` 的 chlast 变体，梯度误差 2.98）,adaptive_max_pool3d backward wrong for channels_last_3d input (eager C++ kernel reads indices as contiguous),2.14.0+cpu; 2.14.0+cu130; 2.15.0.dev20260911; 2.15.0.dev20260920,"Windows, Linux, CUDA T4",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，CPU）。内核级复现不需要 torch.compile；用户级复现需要 Inductor（`aot_eager` 正确）；Linux 复核（Kaggle `tcc-rewritelinux` / `tcc-rewritegpu`，`plan/kaggle_out/rewritelinux.log`、`rewritegpu.log`）：Linux CPU 2.14.0 与 nightly 2.15.0.dev20260920 两个代码块输出逐字相同（max diff 282；三个内核 False）；**CUDA（T4，2.14.0+cu130）上编译后的梯度正确** → 只影响 CPU 内核,"yes: aot_eager matches eager, Inductor gradient differs; root cause is an eager C++ kernel reading non-contiguous indices (attribution B)",independent root cause,RC29,eager pool backward kernels read indices as contiguous (eager defect),Eg,S,P-scs,GRAD,B,已确认,confirmed,2026-09-25,"eellison added `high priority` and the issue was assigned to mlazos within a day; a volunteer offered a fix | re-check: 1 human comment(s), human labels ['high priority (eellison)', 'triaged (frgossen)'], assignees ['mlazos']",no,
C3,2,0920/02b,new issue,pytorch,https://github.com/pytorch/pytorch/issues/197889,TO_SUBMIT rows 54; `plan/reports_scalar_seq/specialized_float_kwarg_census.py`（51 个带浮点参数的算子普查，nightly 上 18 个出错）、`norm_eps_stale_min.py`（最小复现 + 缓存 2×2 对照 + “结果对应哪个陈旧值”）、`layer_norm_eps_stale2.py`；发现来源 `plan/scripts/scalar_arg_sequence_diff.py`（10.9b：标量实参逐次变化 × 默认缓存，100 个程序；2.14.0 上 14/44 出错、nightly 上残留本条）,changing Python float argument baked into the cached graph,2.14.0+cpu; 2.14.0+cu130; 2.15.0.dev20260911; 2.15.0.dev20260921,"Windows, Linux, CUDA T4",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows）；Linux CPU 2.14.0 与 nightly 2.15.0.dev20260921、Tesla T4 CUDA（2.14.0+cu130 与 nightly 2.15.0.dev20260921+cu130）同样复现（Kaggle `tcc-staleepslinux` / `tcc-staleepsgpu`，`plan/kaggle_out/staleepslinux.log`、`staleepsgpu.log`）。`aot_eager` 正确；关掉 FX 图缓存或 AOTAutograd 缓存任意一个也正确,yes: third call with a changed float argument returns the value for the stale argument,independent root cause,RC30,cached graph keeps a stale specialised Python scalar (float or float-derived int),Dy,S,Q-seq,VALUE,A,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['triaged', 'module: correctness (silent)', 'oncall: pt2', 'module: dynamic shapes', 'module: aotdispatch', 'module: pt2-dispatcher', 'bot-triaged', 'release triage'], human labels ['triaged (frgossen)']",no,
C4,2,0920/03,comment,pytorch,https://github.com/pytorch/pytorch/issues/143649#issuecomment-5761796627,TO_SUBMIT rows 49; `plan/reports_surgery/int_div_zero_crash.py`（14 种 算子×dtype × 长度 40/5 × 三个后端，逐用例独立进程）；发现来源 `plan/scripts/model_surgery_diff.py`（10.4 保护机制，用例 `int_div_trunc_by_zero`，隔离运行时子进程崩溃被记为 CRASH）,integer trunc division by zero kills the process (eager kernel),2.14.0+cpu; 2.15.0.dev20260911; 2.15.0.dev20260921,"Windows, Linux",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，进程退出码 `0xC0000094` = STATUS_INTEGER_DIVIDE_BY_ZERO）；`aot_eager` 与 eager 一样抛 `RuntimeError: ZeroDivisionError`。Linux 复核（Kaggle `tcc-safetylinux`，`plan/kaggle_out/safetylinux.log`）：Linux CPU 2.14.0 与 nightly 2.15.0.dev20260921 上 `trunc` 一行同样是进程死亡（返回码 -8 = SIGFPE），另两行正常抛错,"yes: eager/aot_eager raise ZeroDivisionError, Inductor CPU trunc division kills the process",comment adding members (trunc division still crashes on 2.14/nightly) to existing #143649 (others' report),RC31,Inductor CPU integer trunc division by zero kills the process,Eg,C,P-edge,CRASH,B,Pending,pending,2026-09-25,host issue #143649 open; comment under others' issue; human comments on host since 2026-09-21: 0,n/a (comment),
C5,2,0920/04,comment,pytorch,https://github.com/pytorch/pytorch/issues/197554#issuecomment-5761854781,TO_SUBMIT rows 34; `plan/scripts/error_parity_sweep.py`（252 个算子、787 例，22 分钟）、`plan/scripts/error_parity_batch2.py`（129 个程序）、`plan/results/error_parity/*.jsonl`,ten new members for the maintainers' 'validation lost' umbrella (OpInfo error inputs through the compiled path),2.14.0+cpu,Windows (header names no platform; local run),torch 2.14.0+cpu；逐条独立进程复核 `plan/scripts/diag_error_parity_leads.py`、`plan/reports_validation/validation_lost_members.py`（下方输出即该脚本原样输出）,yes (exception parity): OpInfo error_inputs raise in eager and pass through the compiled path,comment adding 10 members to maintainers' umbrella #197554 (bundle of several missing checks),RC32,"validation lost: OpInfo error_inputs pass through the compiled path (bundle of missing checks, 10 members)",De,S,P-edge,EXC,A,Pending,pending,2026-09-25,host issue #197554 open; comment under others' issue; human comments on host since 2026-09-21: 2 -> eellison(2026-09-22); drisspg(2026-09-23),n/a (comment),
C6,2,0920/05,vendor report,msvc,https://developercommunity.visualstudio.com/t/MSVC-x64-optimizer-folds-two-consecutive/11155532,TO_SUBMIT rows 46; `plan/reports_rewrites/msvc_abs/abs_abs.cpp`（独立 C++ 复现）、`build_and_run.py`（四档优化级别编译并运行）、`asm.py`（打印三个函数的汇编）；PyTorch 侧表现 `plan/reports_rewrites/abs_abs_int.py`；发现来源 `plan/scripts/rewrite_precondition_diff.py`（用例 `abs_abs`，int8）,MSVC folds two consecutive _mm_abs_epi* into nothing,MSVC 19.44.35228,Windows (header names no platform; local run),"MSVC 19.44.35228 x64（VS 2022 17.14）；`/Od` 正确，`/O1`、`/O2`、`/O2 /arch:AVX2`、`/O2 /arch:AVX512` 都错。本机没有更新的 MSVC，提交前如能在 VS 2026 / 最新 17.14.x 上再试一次更好（网页版 Compiler Explorer 选 ""x64 msvc v19.latest"" 即可，把下面的程序贴进去加 `/O2`）","n/a (other target): MSVC /Od vs /O1,/O2 disagree on abs(abs(x)) intrinsics; genuine miscompile, surfaced through Inductor CPU on Windows",independent root cause,RC33,MSVC folds two consecutive abs intrinsics,Ext,S,X-cross,VALUE,C,Pending,pending,2026-09-25,"Developer Community: status 'new', no vendor response recorded (site has no read API; not re-checked)",no,
C7,2,0920/06,new issue,numba,https://github.com/numba/numba/issues/10845,TO_SUBMIT rows 36; `plan/reports_xtarget/numba_intmin_remainder_crash.py`；发现来源 `plan/scripts/xtarget_numpy_diff.py --target numba`（`ii_remainder`、`ii_mod`、`ii_divmod0`、`ii_remainder_zero` 四项子进程退出码 0xC0000095）,np.remainder / divmod on MIN_INT % -1 kill the process,numba 0.67.0,"Windows, Linux","numba 0.67.0 / llvmlite 0.49.0 / numpy 2.5.3，Python 3.14.7，Windows 11 x64；每个 (表达式, dtype, 模式) 一个独立进程（`plan/reports_xtarget/numba_intmin_remainder_crash.py`）。**Linux 已复核**（Kaggle，Linux x86-64，numba 0.67.0，Python 3.12：同一张表，崩溃处子进程退出码 -8 = SIGFPE，`plan/kaggle_out/xtargetlinux.log`）",n/a (other target): Numba nopython vs NumPy; process killed on MIN_INT % -1,independent root cause,RC34,Numba np_int_srem_impl lacks MIN_INT % -1 guard,Ext,C,X-cross,CRASH,C,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['bug - segfault'], human labels ['bug - segfault (DrTodd13)']",no,
C8,2,0920/07,new issue,pytorch,https://github.com/pytorch/pytorch/issues/197893,"TO_SUBMIT rows 45; `plan/reports_rewrites/noop_returns_input_alias.py`（16 种写法对照）、`noop_alias_realistic.py`（默认超参数触发 + requires_grad + 下游影响）、`output_alias_census.py`（46 个""数学上恒等""的程序普查：只有 ±0 / ×1 / ÷1 这一族（含图内常量张量形式）返回输入本身，cat/stack/repeat/roll/where/pow/索引/位运算等 36 种都是新张量）；发现来源 `plan/scripts/rewrite_precondition_diff.py`（10.1 改写前提差分，用例 `add_zero_is_copy` / `mul_one_is_copy`）",x*1 / x+0 / x/1.0 as a graph output return the input tensor itself,2.14.0+cpu; 2.14.0+cu130; 2.15.0.dev20260911; 2.15.0.dev20260920,"Windows, Linux, CUDA T4",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，CPU Inductor）；`aot_eager` 与 eager 一致 → Inductor。Linux 复核（Kaggle `tcc-rewritelinux` / `tcc-rewritegpu`，`plan/kaggle_out/rewritelinux.log`、`rewritegpu.log`）：Linux CPU 2.14.0 与 nightly 2.15.0.dev20260920 输出逐字相同；**CUDA（T4，2.14.0+cu130）同样 `out is x: True`、输入被改成 6.0** → 与设备无关,yes (alias): compiled output is the input object itself; in-place update of the result corrupts the input,independent root cause,RC35,joint_graph.remove_no_ops returns the input tensor as output,In,S,P-edge,ALIAS,A,已修复,confirmed,2026-09-25,"CHANGED since 09-23: fix PR #198446 'Preserve user-visible output aliasing' (Fixes) opened; chinmayirm root cause 09-21; wwoosshh reproduced a scatter variant 09-22 | re-check: 2 human comment(s), PRs [(198096, 'open', False), (198446, 'open', True)], human labels ['triaged (frgossen)']",no (open fix PR #198446),
C9,2,0920/08,new issue,pytorch,https://github.com/pytorch/pytorch/issues/197894,TO_SUBMIT rows 51; `plan/reports_symint/fx_codegen_negative_pow.py`（纯 FX 最小复现）、`negative_base_pow.py`（Dynamo 下 7 种写法 × eager/inductor 后端）、`scalar_semantics_leads.py`；发现来源 `plan/scripts/symint_arith_diff.py`（10.5 SymInt/SymFloat 标量算术差分，用例 `i:pow_sym_neg_base`）,torch.fx codegen precedence: operator.pow(-2 x) emitted as -2**x,2.14.0+cpu; 2.15.0.dev20260911; 2.15.0.dev20260921,"Windows, Linux",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，Python 3.14）；纯 `torch.fx` 即可复现，不需要 C++ 编译器；Linux 复核（Kaggle `tcc-symintlinux`，`plan/kaggle_out/symintlinux.log`）：Linux CPU 2.14.0 与 nightly 2.15.0.dev20260921（Python 3.12）输出逐字相同,yes (torch.fx contract): GraphModule.forward code disagrees with Interpreter and eager; also under torch.compile(dynamic=True),independent root cause,RC36,FX codegen precedence for negative pow base,Fx,S,P-corpus,VALUE,B,已修复,fixed,2026-09-25,"fix PR #198053 “Fix FX codegen precedence for negative pow bases” open (“Fixes”, by buyan-kh); a second volunteer asked to be assigned | re-check: PR #198053 open (Fixes)",no (open fix PR #198053),
C10,2,0920/09,new issue,pytorch,https://github.com/pytorch/pytorch/issues/197895,TO_SUBMIT rows 38; `plan/reports_intub/floor_divide_python_example.py`；发现来源 `plan/scripts/int_ub_sweep.py`（`float_binary:floor_divide`、`float_binary:div_floor`，1600 对边界值里 40 对不同）,floating-point floor division off by one under compile,2.14.0+cpu; 2.14.0+cu130; 2.15.0.dev20260911; 2.15.0.dev20260920,"Windows, Linux, CUDA T4",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，CPU）；Linux 复核（Kaggle，`plan/kaggle_out/intublinux.log`、`intubgpu.log`）：Linux CPU 2.14.0 与 nightly 2.15.0.dev20260920、**Tesla T4 CUDA 2.14.0+cu130 输出逐字相同**；float32 与 float64 都复现；`aot_eager` 与 eager 一致 → Inductor lowering,yes: eager and compiled differ on the same program and inputs (silent divergence),independent root cause,RC37,"Inductor float floor division floor(div_rn(a,b))",In,S,P-edge,VALUE,A,已确认,confirmed,2026-09-25,"chinmayirm confirmed the `floor(div_rn(a, b))` analysis and volunteered | re-check: 1 human comment(s), human labels ['triaged (frgossen)'], assignees []",no,
C11,2,0920/10,new issue,pytorch,https://github.com/pytorch/pytorch/issues/197896,"TO_SUBMIT rows 42; `plan/reports_sideeffects/closure_mutation_min2.py`（最小复现）、`closure_mutation_minimal.py`（4 种调用形式对照）、`nested_ctx_manager.py`（最初是在""函数内定义的上下文管理器""上发现的）；发现来源 `plan/scripts/side_effect_diff.py`（75 个副作用/状态小程序，用例 `context_manager_exit_runs`）",Dynamo silently drops closure mutations made in methods of locally defined classes,2.14.0+cpu; 2.15.0.dev20260911; 2.15.0.dev20260920,"Windows, Linux","torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，Python 3.14）；`backend=""eager""` 即可复现 → Dynamo 层，与 AOTAutograd / Inductor 无关；Linux 复核（Kaggle `tcc-sidelinux` / `tcc-sidegpu`，`plan/kaggle_out/sidelinux.log`、`sidegpu.log`）：Linux 上 2.14.0 与 nightly 2.15.0.dev20260920（Python 3.12）输出逐字相同",yes (state): closure mutations dropped,independent root cause,RC38,Dynamo drops closure mutations made in methods of locally defined classes,Dy,S,P-corpus,STATE,A,已修复,fixed,2026-09-25,"ezyang (core maintainer) added `actionable`; syerva-g posted a root-cause analysis and opened fix PR #198055 (“Fixes”; closed and reopened, open as of 2026-09-23) | re-check: PR #198055 open (Fixes)",no (open fix PR #198055),
C12,2,0920/11,new issue,jax,https://github.com/jax-ml/jax/issues/40840,TO_SUBMIT rows 35; `plan/reports_xtarget/jax_gcd_intmin_hang.py`；发现来源 `plan/scripts/xtarget_numpy_diff.py --target jax`（扫描在 `ii_gcd`、`ii_lcm` 两项上 1200 秒超时，其余 266 项 jit 与非 jit 一致）,jnp.gcd / lcm hang on the integer minimum,jax 0.11.2,"Windows, Linux",jax 0.11.2 / jaxlib 0.11.2，CPU，Windows 11，Python 3.14.7，numpy 2.5.3（`jax_enable_x64=True`）；每个输入一个独立进程、60 秒超时（`plan/reports_xtarget/jax_gcd_intmin_hang.py`）。**Linux 已复核**（Kaggle，Linux x86-64，jax 0.11.2，Python 3.12：同一张表，逐行相同，`plan/kaggle_out/xtargetlinux.log`）,"no: JAX eager and jit both never terminate (library defect, attribution C), not an eager!=jit divergence",independent root cause,RC39,jnp.gcd/lcm loop never terminates on INT_MIN,Ext,C,X-cross,CRASH,C,已修复,fixed,2026-09-25,"JAX maintainer jakevdp self-assigned, thanked for the report and noted the same bug in NumPy (< 2.4.0 for gcd, still present for lcm in 2.5.3); fix PR #40842 open with a regression test | re-check: PR #40842 open (Fixes)",no (open fix PR #40842),
C13,2,0920/12,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198052,TO_SUBMIT rows 32; `plan/reports_xtarget/dynamo_numpy_semantics.py`（独立脚本，21 个用例）；发现来源 `plan/scripts/xtarget_numpy_diff.py --target dynamo`（268 个 NumPy 风格程序，参照 = 真 NumPy）,compiled NumPy code returns wrong values (np.fix / cbrt / clip / sign),2.14.0+cpu; 2.15.0.dev20260911,Windows,"torch 2.14.0+cpu（numpy 2.5.2）与 nightly 2.15.0.dev20260911+cpu（numpy 2.5.3），Windows；`backend=""eager""` 即可复现（问题在 Dynamo 把 numpy 调用翻译成 `torch._numpy` 这一层，与 Inductor 无关）",yes: eager and compiled differ on the same program and inputs (silent divergence),independent root cause,RC40,torch._numpy value semantics (fix/cbrt/clip/sign),Dy,S,P-edge,VALUE,A,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['triaged', 'module: numpy', 'oncall: pt2', 'bot-triaged', 'release triage'], human labels ['triaged (frgossen)']",no,
C14,2,0920/13,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198057,"TO_SUBMIT rows 39,43; `plan/reports_intub/remainder_vector_vs_tail.py`；发现来源 `plan/scripts/int_ub_sweep.py`（`float_binary:remainder`：1600 对里 NaN 模式 125 处不同）",vectorized remainder: NaN for infinite divisor and 0 for large quotients; result depends on tensor length,2.14.0+cpu; 2.15.0.dev20260911; 2.15.0.dev20260920,"Windows, Linux, CUDA T4",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，AVX2）；Linux 复核（Kaggle，`plan/kaggle_out/intublinux.log`、`intubgpu.log`）：Linux CPU 2.14.0 与 nightly 2.15.0.dev20260920 同样出错，且其中一台机器上**连 3 个元素的张量也得 nan**（尾部也走带掩码的向量路径），另一台与 Windows 一样是长度 3 正确、长度 8 错；CUDA（Triton）正确；`aot_eager` 与 eager 一致；`torch.fmod` 正常,yes: eager and compiled differ on the same program and inputs (silent divergence),independent root cause,RC41,CppVecOverrides.remainder,In,S,P-edge,VALUE,A,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['module: cpu', 'triaged', 'module: vectorization', 'module: correctness (silent)', 'oncall: pt2', 'module: inductor', 'bot-triaged', 'release triage'], human labels ['triaged (frgossen)']",no,
C15,2,0920/14,comment,pytorch,https://github.com/pytorch/pytorch/issues/191499#issuecomment-5769459765,TO_SUBMIT rows 37; evidence field missing in draft header,int8/uint8 min/max/argmin/argmax wrong for >=16 elements on x86,2.14.0+cpu; 2.15.0.dev20260911; 2.15.0.dev20260920,"Windows, Linux, CUDA T4",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu，Windows 11 x64（AVX2，MSVC）；Linux 复核（Kaggle，`plan/kaggle_out/intublinux.log`、`intubgpu.log`）：两台 Linux x86-64 机器（GCC）上同样出错但**错法不同**——一台 `argmin`=0、全负 int8 的 `max`=1；另一台 `min`=0、`argmin`=**-8473051087277178060（未初始化的下标）**；nightly 2.15.0.dev20260920 同样；CUDA（Triton）正确；`plan/reports_intub/int8_minmax_vector_padding.py`、`argmin_uint8_vectorized.py`,yes: eager and compiled differ on the same program and inputs (silent divergence),"comment adding members (x86, argmin/argmax) to existing #191499 (others' report; fix PR #191543 covers amin/amax)",RC42,int8/uint8 vectorized min/max reductions polluted by inactive lanes,In,S,P-edge,VALUE,A,Pending,pending,2026-09-25,host issue #191499 open; comment under others' issue; human comments on host since 2026-09-21: 0,n/a (comment),
C16,2,0920/15,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198064,"TO_SUBMIT rows 52; `plan/reports_symint/scalar_semantics_leads.py`（`round(n * 5, -1)` 一行）；发现来源 `plan/scripts/symint_arith_diff.py`（用例 `i:round_int_neg_digits`）",round(SymInt -1) is the identity; round disappears from the graph,2.14.0+cpu; 2.15.0.dev20260911; 2.15.0.dev20260921,"Windows, Linux","torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows，Python 3.14）；`backend=""eager""` 即可复现 → Dynamo / SymInt 层；三个后端结果相同；Linux 复核（Kaggle `tcc-symintlinux`，`plan/kaggle_out/symintlinux.log`）：Linux CPU 2.14.0 与 nightly 2.15.0.dev20260921（Python 3.12）输出逐字相同",yes: eager and compiled differ on the same program and inputs (silent divergence),independent root cause,RC43,SymInt.__round__ ignores negative ndigits,Dy,S,P-scs,VALUE,A,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['triaged', 'module: correctness (silent)', 'oncall: pt2', 'module: dynamic shapes', 'bot-triaged'], human labels ['triaged (frgossen)']",no,
C17,2,0920/16,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198070,"TO_SUBMIT rows 53; `plan/reports_symint/nan_self_compare.py`（11 种写法 × 3 后端 × {1.0, nan, inf}）；发现来源 `plan/scripts/symint_arith_diff.py`（用例 `f:self_eq`）",NaN self-comparison of an .item() value folded to a constant under capture_scalar_outputs,2.14.0+cpu; 2.15.0.dev20260911; 2.15.0.dev20260921,"Windows, Linux",torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu（Windows）；需要 `torch._dynamo.config.capture_scalar_outputs = True`（非默认；#157499 正在尝试把它改成默认，所以这条会变得更重要）；Linux 复核（Kaggle `tcc-symintlinux`，`plan/kaggle_out/symintlinux.log`）：Linux CPU 2.14.0 与 nightly 2.15.0.dev20260921（Python 3.12）输出逐字相同,"yes, but only with the non-default torch._dynamo.config.capture_scalar_outputs=True",independent root cause,RC44,SymPy folds NaN self-comparison of an unbacked SymFloat,Dy,S,P-scs,VALUE,A,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['triaged', 'module: NaNs and Infs', 'module: correctness (silent)', 'oncall: pt2', 'module: dynamic shapes', 'bot-triaged', 'release triage'], human labels ['triaged (frgossen)']",no,
C18,2,0920/17,vendor report,msvc,https://developercommunity.visualstudio.com/t/MSVC-x64-optimizer-removes-_mm_add_psx/11155535,"TO_SUBMIT rows 47; `plan/reports_rewrites/msvc_addzero/add_zero.cpp`、`build_and_run.py`（四档选项 + 汇编）；发现来源 `plan/scripts/cxx_intrinsic_algebra_diff.py`（10.13 C++ 工具链层差分：42,030 个内建函数组合，`/Od` 对 `/O1`/`/O2`；MSVC 只有两族差异——05 号的 abs(abs) 10 个、本条 30 个）",MSVC removes _mm_add_ps(x 0.0): -0.0 + 0.0 gives -0.0,MSVC 19.44.35228,Windows (header names no platform; local run),MSVC 19.44.35228 x64（VS 2022 17.14）；`/Od` 正确；`/O1`、`/O2`、`/O2 /arch:AVX2`、`/O2 /arch:AVX512`、**`/O2 /fp:strict`** 都错。标量 `x + 0.0f` 在同样选项下是对的（保留了 `addss`）,"n/a (other target): MSVC folds vector add of +0.0, -0.0+0.0 stays -0.0 even under /fp:strict",independent root cause,RC45,MSVC folds vector add of +0.0,Ext,S,X-cross,VALUE,C,Pending,pending,2026-09-25,"Developer Community: status 'new', no vendor response recorded (site has no read API; not re-checked)",no,
C19,2,0920/18,vendor report,msvc,https://developercommunity.visualstudio.com/t/MSVC-x64-optimizer-folds-compare-and-ble/11155537,"TO_SUBMIT rows 48; `plan/reports_rewrites/msvc_blend/blend.cpp`、`build_and_run.py`（7 档选项 + 汇编）；发现来源 `plan/scripts/cxx_intrinsic_algebra_diff.py`（词表 v2：109,754 个组合；MSVC 共三族差异：05 号 abs(abs) 10 个、17 号 add-zero 30 个、本条约 2,500 个——全部含 `blendv_p{s,d}` / `mask_blend_p{s,d}` + 带等号的谓词 `LE_OS` / `GE_OS` / `NLE_US`；词表 v3 共 124,334 个组合，FMA 族与 AVX-512 整数掩码算子无差异）；分族脚本 `scripts/cxx_algebra_families.py`",MSVC folds compare-and-blend with LE/GE predicates,MSVC 19.44.35228,Windows (header names no platform; local run),MSVC 19.44.35228 x64（VS 2022 17.14）。`/Od` 正确；`/O2`（SSE 编码）下 `LE`/`GE` 正确、**`NLE_US` 已经错**；**`/O1 /arch:AVX2`、`/O2 /arch:AVX2`、`/O2 /arch:AVX2 /fp:strict`、`/O2 /arch:AVX512` 错**；256 位版本只要开优化就错（本来就是 VEX 编码）,n/a (other target): MSVC folds compare-and-blend with LE/GE predicates into max/min; wrong operand on signed-zero ties,independent root cause,RC46,MSVC folds compare-and-blend with LE/GE predicates into max/min,Ext,S,X-cross,VALUE,C,Pending,pending,2026-09-25,"Developer Community: status 'new', no vendor response recorded (site has no read API; not re-checked)",no,
C20,2,0920/19,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198056,TO_SUBMIT rows 33; `plan/reports_xtarget/dynamo_numpy_semantics.py`；`plan/results/xtarget/dynamo.jsonl`,compiled NumPy code: different dtype / shape rules (cumsum int8 overflow square->float64 median shape),2.14.0+cpu; 2.15.0.dev20260911,Windows,"torch 2.14.0+cpu（numpy 2.5.2）与 nightly 2.15.0.dev20260911+cpu（numpy 2.5.3），Windows，`backend=""eager""`",yes: eager and compiled differ on the same program and inputs (silent divergence),independent root cause,RC47,"torch._numpy dtype/shape rules (cumsum int8, square, median, any)",Dy,S,P-dtype,DTYPE,A,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['triaged', 'module: numpy', 'module: type promotion', 'oncall: pt2', 'module: unsigned int', 'bot-triaged', 'release triage'], human labels ['triaged (frgossen)']",no,
C21,2,0920/20,comment,pytorch,https://github.com/pytorch/pytorch/issues/185337#issuecomment-5769623200,TO_SUBMIT rows 40; `plan/reports_intub/inductor_value_leads.py`（`x.half().float()`、`x.bfloat16().float()` 两项）；发现来源 `plan/scripts/int_ub_sweep.py`（`float_unary:cast_half_back`：120 个边界值里 54 个不同）,explicit half().float() round trip removed by Inductor (still reproduces on 2.14 and nightly),2.14.0+cpu; 2.14.0+cu130; 2.15.0.dev20260911; 2.15.0.dev20260920,"Windows, Linux, CUDA T4","torch 2.14.0+cpu 与 nightly 2.15.0.dev20260911+cpu，Windows x64；Linux 复核（Kaggle，`plan/kaggle_out/intublinux.log`、`intubgpu.log`）：Linux CPU 2.14.0 与 nightly 2.15.0.dev20260920 输出相同；**CUDA（T4，2.14.0+cu130）上同样被消掉**（`[0.1, 70000.0]` 原样返回）；`aot_eager` 与 eager 一致",yes: explicit half().float() round trip is elided by Inductor (70000 no longer becomes inf); reproduces on 2.14 and nightly,comment adding 2.14/nightly reproduction to closed #185337 (others' report; asked for reopen),RC48,Inductor elides explicit half().float() round trip,In,S,P-dtype,VALUE,A,Pending,pending,2026-09-25,host issue #185337 closed; comment under others' issue; human comments on host since 2026-09-21: 0,n/a (comment),
C22,2,0920/21,new issue,pytorch,https://github.com/pytorch/pytorch/issues/198071,TO_SUBMIT rows 41; `plan/reports_intub/floor_divide_python_example.py`（后半段 clamp 用例）、`plan/reports_intub/inductor_value_leads.py`；发现来源 `plan/scripts/int_ub_sweep.py`（`int_unary:clamp_wide`、`clamp_min_big`）,clamp(int8 -1000 1000) returns -24 everywhere: bounds wrapped into int8,2.14.0+cpu; 2.14.0+cu130; 2.15.0.dev20260911,"Windows, Linux, CUDA T4","torch 2.14.0+cpu：eager 与 `aot_eager` 抛 `RuntimeError: value cannot be converted to type int8_t without overflow`，Inductor 返回错值；nightly 2.15.0.dev20260911+cpu：eager 与 `aot_eager` **返回原张量**（边界视为""无约束""），Inductor 仍返回同样的错值。Windows x64；Linux 复核（Kaggle，`plan/kaggle_out/intublinux.log`、`intubgpu.log`）：Linux CPU 两个版本输出与下文逐字相同，CUDA（T4，2.14.0+cu130）上 Inductor 同样返回 `[-24, -24, -24, -24, -24]`",yes: eager and compiled differ on the same program and inputs (silent divergence),independent root cause,RC49,"ops.constant wraps an out-of-range Python scalar into the tensor dtype (clamp bounds, pad value)",In,S,P-edge,VALUE,A,Pending,pending,2026-09-25,"no human response in snapshot; re-check: 0 human comment(s), labels ['triaged', 'module: correctness (silent)', 'oncall: pt2', 'module: inductor', 'bot-triaged', 'release triage'], human labels ['triaged (frgossen)']",no,
